Código de Barras;Tipo de Produto;Descrição;Preço de Custo;Preço Venda Varejo;Preço Venda Atacado;Quantidade Mínima Atacado;Unidade;Ativo;Categoria do Produto;Subcategoria do Produto;Movimenta Estoque;Estoque mínimo;Quantidade em Estoque;Marca;Modelo;Código Balança;Código Interno;Tags;Tipo;NCM;Origem;CEST;Categoria PDV;Botão PDV;Categoria na Loja Virtual;Subcategoria na Loja Virtual;Nome na Loja Virtual;Preço De;Preço Por;Altura (cm);Largura (cm);Profundidade (cm);Peso (Kg);Descrição do Produto;Garantia;Itens Inclusos;Especificações
"50402086";"Produto";"luna des colonia 100 ml natura";157.91;157.91;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (11/10/2023)";"";"";""
"50412037";"Produto";"KAIAK DES 100 ML NATURA";80.00;100.00;0.00;0.00;"Unidade";"Sim";"PERFUMARIA NATURA";"";"Sim";0.000;1.000;"NATUURA";"";"";"";"";"";"";"";"";"";"";"";"";"KAIAK DES 100 ML NATURA";0.00;100.00;0.000;0.000;0.000;0.000;"";"";"";""
"50286594";"Produto";"HUMOR DES FEM 75 ML NATURA";72.00;85.00;0.00;0.00;"Unidade";"Sim";"PERFUMARIA NATURA";"";"Sim";0.000;0.000;"NATUURA";"";"";"";"";"";"";"";"";"";"";"";"";"HUMOR DES FEM 75 ML NATURA";0.00;85.00;0.000;0.000;0.000;0.000;"";"";"";""
"50404153";"Produto";"KIT SEVE  OLEO E HIDRATANTE";88.00;167.90;0.00;0.00;"Unidade";"Sim";"PERFUMARIA NATURA";"";"Sim";0.000;0.000;"NATUURA";"";"";"";"";"";"";"";"";"";"";"";"";"KIT SEVE  OLEO E HIDRATANTE";0.00;167.90;0.000;0.000;0.000;0.000;"";"";"";""
"51863";"Produto";"QUEM DISSE BERENICE CREME DEMAOS 7 BELO NATURA";17.30;25.00;0.00;0.00;"Unidade";"Sim";"PERFUMARIA NATURA";"";"Sim";0.000;-1.000;"NATUURA";"";"";"";"";"";"";"";"";"";"";"";"";"QUEM DISSE BERENICE CREME DEMAOS 7 BELO NATURA";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000519";"Produto";"CAMISETAS REPLICAS";21.00;50.00;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;10.000;"FORNC ALEMAO";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISETAS REPLICAS";0.00;50.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000520";"Produto";"sabonete erva doce avon";15.91;31.90;0.00;0.00;"Unidade";"Sim";"COSMETICOS AVON";"COSMETICOS AVON";"Sim";0.000;0.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"sabonete erva doce avon";0.00;31.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000521";"Produto";"DESODORANTE ERVA DOCE AVON";20.00;44.90;0.00;0.00;"Unidade";"Sim";"COSMETICOS AVON";"COSMETICOS AVON";"Sim";0.000;1.000;"AVON";"";"";"";"";"";"";"";"";"";"";"";"";"DESODORANTE ERVA DOCE AVON";0.00;44.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000522";"Produto";"CINTO LACOSTE";10.00;20.00;0.00;0.00;"Unidade";"Sim";"ACESSORIOS";"ACESSORIOS";"Sim";0.000;2.000;"FORNC FRANCISCO";"";"";"";"";"";"";"";"";"";"";"";"";"CINTO LACOSTE";0.00;20.00;0.000;0.000;0.000;0.000;"";"";"";""
"0000123456";"Produto";"copo stanley";20.00;50.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;2.000;"BRAS SP";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (28/11/2023)";"";"";""
"2000000000523";"Produto";"PROCESSADOR DE ALIMENTOS";12.00;25.00;0.00;0.00;"Unidade";"Sim";"UTILIDADES";"UTILIDADES";"Sim";0.000;2.000;"TOP DOZE";"";"";"";"";"";"";"";"";"";"";"";"";"PROCESSADOR DE ALIMENTOS";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000524";"Produto";"CALÇA PANTALONA VISCOSE SANTOS";50.00;99.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;2.000;"SANTOS";"";"";"";"";"";"";"";"";"";"";"";"";"CALÇA PANTALONA VISCOSE SANTOS";0.00;99.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000525";"Produto";"BLUSA VISCOSE SANTOS";30.00;59.90;0.00;0.00;"Unidade";"Não";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"SANTOS";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA VISCOSE SANTOS";0.00;59.90;0.000;0.000;0.000;0.000;"";"";"";""
"00001233";"Produto";"CALÇA MASC KATAVILE";55.00;110.00;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;4.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (20/12/2023)";"";"";""
"0000012345";"Produto";"BLUSA SH";15.00;25.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;2.000;"SHOPEE";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;25.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (20/12/2023)";"";"";""
"00093";"Produto";"soutien cora consignado";59.99;59.99;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (27/12/2023)";"";"";""
"01053";"Produto";"calça plu sys consignado";29.99;29.99;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (27/12/2023)";"";"";""
"00551";"Produto";"tanga micro consignado";19.99;19.99;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (27/12/2023)";"";"";""
"01159";"Produto";"soutien reforçado consignado";36.99;36.99;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (27/12/2023)";"";"";""
"20200000";"Produto";"fone de ouvido top";25.00;25.00;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (27/12/2023)";"";"";""
"00119";"Produto";"tanga pingente consignado";13.99;19.99;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"TANGAS";"Sim";0.000;0.000;"consignafo";"";"";"";"";"";"";"";"";"";"";"";"";"tanga pingente consignado";0.00;19.99;0.000;0.000;0.000;0.000;"";"";"";""
"00117";"Produto";"tanga ana maria consignado";16.80;23.99;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"TANGAS";"Sim";0.000;-1.000;"consignafo";"";"";"";"";"";"";"";"";"";"";"";"";"tanga ana maria consignado";0.00;23.99;0.000;0.000;0.000;0.000;"";"";"";""
"00651";"Produto";"tanga fio plus diva";21.00;29.99;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"TANGAS";"Sim";0.000;-3.000;"consignafo";"";"";"";"";"";"";"";"";"";"";"";"";"tanga fio plus diva";0.00;29.99;0.000;0.000;0.000;0.000;"";"";"";""
"00125";"Produto";"soutien plus size consignado";70.00;99.99;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"SUTIENS";"Sim";0.000;0.000;"consignafo";"";"";"";"";"";"";"";"";"";"";"";"";"soutien plus size consignado";0.00;99.99;0.000;0.000;0.000;0.000;"";"";"";""
"3066";"Produto";"APONTADOR REDONDO MASTER";0.21;0.50;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;18.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"APONTADOR REDONDO MASTER";0.00;0.50;0.000;0.000;0.000;0.000;"";"";"";""
"8290";"Produto";"CADERNO 48 FLS PEQUENO MASTER";5.79;9.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;6.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"CADERNO 48 FLS PEQUENO MASTER";0.00;9.90;0.000;0.000;0.000;0.000;"";"";"";""
"4005";"Produto";"CADERNO 10 MATERIAS 200FLS MASTER";16.86;26.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;0.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"CADERNO 10 MATERIAS 200FLS MASTER";0.00;26.90;0.000;0.000;0.000;0.000;"";"";"";""
"7187";"Produto";"CANETA ESFEROGRAFICA AZUL/PRETA MASTER";0.97;2.00;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;60.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"CANETA ESFEROGRAFICA AZUL/PRETA MASTER";0.00;2.00;0.000;0.000;0.000;0.000;"";"";"";""
"7138";"Produto";"CANETINHA C/12 COES MASTER";5.27;9.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;2.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"CANETINHA C/12 COES MASTER";0.00;9.90;0.000;0.000;0.000;0.000;"";"";"";""
"3115";"Produto";"COLA  BRANCA TUBO 40GR MASTER";1.75;3.50;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;4.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"COLA  BRANCA TUBO 40GR MASTER";0.00;3.50;0.000;0.000;0.000;0.000;"";"";"";""
"3078";"Produto";"COLA EM BASTAO 10G MASTER";0.87;1.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;8.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"COLA EM BASTAO 10G MASTER";0.00;1.90;0.000;0.000;0.000;0.000;"";"";"";""
"3117";"Produto";"CORRETIVO LIQUIDO 18 ML MASTER";1.92;3.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;8.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"CORRETIVO LIQUIDO 18 ML MASTER";0.00;3.90;0.000;0.000;0.000;0.000;"";"";"";""
"8266";"Produto";"ESTOJO ESCOLAR CHESS MASTER";8.96;15.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;1.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"ESTOJO ESCOLAR CHESS MASTER";0.00;15.90;0.000;0.000;0.000;0.000;"";"";"";""
"3098";"Produto";"FITA ADESIVA 12 MM PEQUENO MASTER";1.36;2.50;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;3.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"FITA ADESIVA 12 MM PEQUENO MASTER";0.00;2.50;0.000;0.000;0.000;0.000;"";"";"";""
"3092";"Produto";"FITA ADESIVA 45 MM GRANDE MASTER";3.56;6.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;0.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"FITA ADESIVA 45 MM GRANDE MASTER";0.00;6.90;0.000;0.000;0.000;0.000;"";"";"";""
"3017";"Produto";"GIZ DE CERA MASTER";3.06;5.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;2.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"GIZ DE CERA MASTER";0.00;5.90;0.000;0.000;0.000;0.000;"";"";"";""
"8201";"Produto";"GRAFITE 0,5 MM MASTER";0.93;1.50;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;9.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"GRAFITE 0,5 MM MASTER";0.00;1.50;0.000;0.000;0.000;0.000;"";"";"";""
"8300";"Produto";"PAPEL SUFIT JANDAINHA C/100 MASTER";6.75;12.00;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;4.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"PAPEL SUFIT JANDAINHA C/100 MASTER";0.00;12.00;0.000;0.000;0.000;0.000;"";"";"";""
"3107";"Produto";"LAPIS DE COR C/12 MASTER";6.15;11.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;10.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"LAPIS DE COR C/12 MASTER";0.00;11.90;0.000;0.000;0.000;0.000;"";"";"";""
"3112";"Produto";"LAPIS GRAFITE C/BORRACHA MASTER";0.29;0.80;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;120.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"LAPIS GRAFITE C/BORRACHA MASTER";0.00;0.80;0.000;0.000;0.000;0.000;"";"";"";""
"3013";"Produto";"MASSA DE MODELAR  C/12 CORES MASTER";3.89;7.50;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;1.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"MASSA DE MODELAR  C/12 CORES MASTER";0.00;7.50;0.000;0.000;0.000;0.000;"";"";"";""
"7204";"Produto";"MOCHILA BASIC CORES MASTER";37.90;59.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;0.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"MOCHILA BASIC CORES MASTER";0.00;59.90;0.000;0.000;0.000;0.000;"";"";"";""
"7190";"Produto";"MOCHILA JUV BLACK MASTER";63.24;80.00;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"MOCHILA JUV BLACK MASTER";0.00;80.00;0.000;0.000;0.000;0.000;"";"";"";""
"3893";"Produto";"REUA TRANSPARENTE MASTER";1.36;2.30;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;9.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"REUA TRANSPARENTE MASTER";0.00;2.30;0.000;0.000;0.000;0.000;"";"";"";""
"3020";"Produto";"TINTA GUACHE C/6 15ML MASTER";4.11;7.90;0.00;0.00;"Unidade";"Sim";"MATERIAL ESCOLAR";"MATERIAL ESCOLAR";"Sim";0.000;4.000;"MASTER UTILIDADES";"";"";"";"";"";"";"";"";"";"";"";"";"TINTA GUACHE C/6 15ML MASTER";0.00;7.90;0.000;0.000;0.000;0.000;"";"";"";""
"47630";"Produto";"BOTICA 214 COL 90ML BOTICARIO";126.56;204.90;0.00;0.00;"Unidade";"Sim";"PERFUMARIA O BOTICARIO";"BOTICARIO";"Sim";0.000;0.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"BOTICA 214 COL 90ML BOTICARIO";0.00;204.90;0.000;0.000;0.000;0.000;"";"";"";""
"020904";"Produto";"BATOM INTENSE POP  BOTICARIO";12.66;15.90;0.00;0.00;"Unidade";"Sim";"COSMETICO O BOTICARIO";"COSMETICO O BOTICARIO";"Sim";0.000;1.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"BATOM INTENSE POP  BOTICARIO";0.00;15.90;0.000;0.000;0.000;0.000;"";"";"";""
"51953";"Produto";"MASCARA P/CILIOS INTENSE POP OBOTICARIO";25.42;29.90;0.00;0.00;"Unidade";"Sim";"COSMETICO O BOTICARIO";"COSMETICO O BOTICARIO";"Sim";0.000;-1.000;"O BOTICARIO";"";"";"";"";"";"";"";"";"";"";"";"";"MASCARA P/CILIOS INTENSE POP OBOTICARIO";0.00;29.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000526";"Produto";"CONJUNTO INFANTIAL CASUAL LBK";10.00;39.90;0.00;0.00;"Unidade";"Sim";"INFANTIL/ JUVENIL";"INFANTIL";"Sim";0.000;24.000;"CASUAL";"";"";"";"";"";"";"";"";"";"";"";"";"CONJUNTO INFANTIAL CASUAL LBK";0.00;39.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000527";"Produto";"CAMISETAS  INFANTIL CASUAL  LBK";10.00;19.90;0.00;0.00;"Unidade";"Sim";"INFANTIL/ JUVENIL";"INFANTIL";"Sim";0.000;9.000;"CASUAL";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISETAS  INFANTIL CASUAL  LBK";0.00;19.90;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000528";"Produto";"BLUSA E SHORT CASUAL";10.00;25.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"CASUAL";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA E SHORT CASUAL";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000529";"Produto";"CAMISETAS ADULTO CASUAL";15.00;35.00;0.00;0.00;"Unidade";"Sim";"MASCULINO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;10.000;"CASUAL";"";"";"";"";"";"";"";"";"";"";"";"";"CAMISETAS ADULTO CASUAL";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"86939";"Produto";"shampoo lumina natura";20.55;44.90;0.00;0.00;"Unidade";"Sim";"COSMETICO NATURA";"COSMETICO NATURA";"Sim";0.000;2.000;"NATUURA";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;44.90;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (14/02/2024)";"";"";""
"86966";"Produto";"condcionador lumina natura";45.90;45.90;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (14/02/2024)";"";"";""
"9000000";"Produto";"faca pequena felipe";20.00;20.00;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (14/02/2024)";"";"";""
"00908";"Produto";"TANGA CAMILA CONSIGNADO";9.80;13.99;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"TANGAS";"Sim";0.000;0.000;"consignafo";"";"";"";"";"";"";"";"";"";"";"";"";"TANGA CAMILA CONSIGNADO";0.00;13.99;0.000;0.000;0.000;0.000;"";"";"";""
"01118";"Produto";"BABY DOOL PLU ALÇA CONSIGNADO";49.00;69.99;0.00;0.00;"Unidade";"Não";"lingerie adulto";"CONJUNTO  LINGERIE";"Sim";0.000;0.000;"consignafo";"";"";"";"";"";"";"";"";"";"";"";"";"BABY DOOL PLU ALÇA CONSIGNADO";0.00;69.99;0.000;0.000;0.000;0.000;"";"";"";""
"80179";"Produto";"TANGA S COSTURA FRANCISCO";6.00;15.00;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"TANGAS";"Sim";0.000;6.000;"FORNC FRANCISCO";"";"";"";"";"";"";"";"";"";"";"";"";"TANGA S COSTURA FRANCISCO";0.00;15.00;0.000;0.000;0.000;0.000;"";"";"";""
"CP001";"Produto";"TOP BOJO S COSTURA FRANCISCO";12.00;25.00;0.00;0.00;"Unidade";"Sim";"lingerie adulto";"TOP";"Sim";0.000;2.000;"FORNC FRANCISCO";"";"";"";"";"";"";"";"";"";"";"";"";"TOP BOJO S COSTURA FRANCISCO";0.00;25.00;0.000;0.000;0.000;0.000;"";"";"";""
"01234789";"Produto";"QUAZAR DES AEROSOL BOTICARIO";28.90;28.90;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (20/02/2024)";"";"";""
"011223344";"Produto";"EGEO DES AEROSOL BOTICARIO";33.90;33.90;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (20/02/2024)";"";"";""
"01188";"Produto";"TANGA FIO MIX PLUS SIZE CONSIGNADO";19.00;19.00;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (04/03/2024)";"";"";""
"7898723001601";"Produto";"DOCES SAO ROCEIRO CONSIGNADO";25.00;25.00;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (04/03/2024)";"";"";""
"10172564600";"Produto";"GARRAFA TUPAWARE 2LT";100.00;100.00;0.00;0.00;"Unidade";"Sim";"";"";"Não";0.000;0.000;"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (04/03/2024)";"";"";""
"MODELL8";"Produto";"RADIO MINI SPEAKER";40.00;90.00;0.00;0.00;"Unidade";"Sim";"ELETRONICOS";"ELETRONICOS";"Sim";0.000;0.000;"ANTONIO";"";"";"";"";"";"";"";"";"";"";"";"";"";0.00;0.00;0.000;0.000;0.000;0.000;"Cadastro automático sincronização PDV (04/03/2024)";"";"";""
"2000000000530";"Produto";"BLUSA IVETE";21.00;35.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;9.000;"AVULSO";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA IVETE";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000531";"Produto";"CROPET IVETE";17.00;35.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"AVULSO";"";"";"";"";"";"";"";"";"";"";"";"";"CROPET IVETE";0.00;35.00;0.000;0.000;0.000;0.000;"";"";"";""
"2000000000532";"Produto";"SHORTS VISCOSE IVETE";18.50;39.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;2.000;"AVULSO";"";"";"";"";"";"";"";"";"";"";"";"";"SHORTS VISCOSE IVETE";0.00;39.90;0.000;0.000;0.000;0.000;"";"";"";""
"4106525";"Produto";"CASACO MOLETON ROVITEX SIMPLES";28.90;69.90;0.00;0.00;"Unidade";"Sim";"ADULTO";"VESTUARIO ADULTO";"Sim";0.000;1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MOLETON ROVITEX SIMPLES";0.00;69.90;0.000;0.000;0.000;0.000;"";"";"";""
"6163915";"Produto";"CASACO MOLETON ROVITEX  XADREX";34.90;79.90;0.00;0.00;"Unidade";"Sim";"ADULTO";"VESTUARIO ADULTO";"Sim";0.000;1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MOLETON ROVITEX  XADREX";0.00;79.90;0.000;0.000;0.000;0.000;"";"";"";""
"6164005";"Produto";"CASACO MOLETON ROVITEX  SUEDE COLORIDO";37.90;79.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"romitex";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MOLETON ROVITEX  SUEDE COLORIDO";0.00;79.90;0.000;0.000;0.000;0.000;"";"";"";""
"6164205";"Produto";"CARDIGAN ROVITEX";30.90;69.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;3.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CARDIGAN ROVITEX";0.00;69.90;0.000;0.000;0.000;0.000;"";"";"";""
"6194745";"Produto";"BLUSA ROVITEX 7/8 COLORIDA";21.90;45.00;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;2.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"BLUSA ROVITEX 7/8 COLORIDA";0.00;45.00;0.000;0.000;0.000;0.000;"";"";"";""
"917025";"Produto";"CASACO MOLETON ROVITEX  SIMPLES G";36.90;79.90;0.00;0.00;"Unidade";"Sim";"ADULTO";"VESTUARIO ADULTO";"Sim";0.000;2.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MOLETON ROVITEX  SIMPLES G";0.00;79.90;0.000;0.000;0.000;0.000;"";"";"";""
"917075";"Produto";"CASACO MOLETON C/  CAPUZ ROVITEX";37.90;89.90;0.00;0.00;"Unidade";"Sim";"ADULTO";"VESTUARIO ADULTO";"Sim";0.000;3.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MOLETON C/  CAPUZ ROVITEX";0.00;89.90;0.000;0.000;0.000;0.000;"";"";"";""
"D00037";"Produto";"JAQUETA COM CAPUZ ROVITEX";61.90;124.90;0.00;0.00;"Unidade";"Sim";"ADULTO";"VESTUARIO ADULTO";"Sim";0.000;1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"JAQUETA COM CAPUZ ROVITEX";0.00;124.90;0.000;0.000;0.000;0.000;"";"";"";""
"DB00066";"Produto";"CASACO MOLETON PLU SYS  ROVITEX";52.90;110.00;0.00;0.00;"Unidade";"Sim";"ADULTO";"VESTUARIO ADULTO";"Sim";0.000;0.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MOLETON PLU SYS  ROVITEX";0.00;110.00;0.000;0.000;0.000;0.000;"";"";"";""
"S01108";"Produto";"CASACO MOLETON PLU SYS ROSA  ROVITEX";44.90;99.90;0.00;0.00;"Unidade";"Sim";"FEMININO ADULTO";"VESTUARIO ADULTO";"Sim";0.000;1.000;"ROVITEX";"";"";"";"";"";"";"";"";"";"";"";"";"CASACO MOLETON PLU SYS ROSA  ROVITEX";0.00;99.90;0.000;0.000;0.000;0.000;"";"";"";""
